customer_id,name,email,customer_type,region,city,joined_date,customer_name,registration_date
747,Sheila Johnson,xdalton@example.com,REGULAR,Europe,Berlin,2024-01-31,Sheila Johnson,2024-01-31
748,Gregory Bray,astewart@example.com,PREMIUM,Europe,Chicago,2025-07-29,Gregory Bray,2025-07-29
749,Alexander Clark,nguyenchloe@example.com,NEW,South America,Los Angeles,2025-01-28,Alexander Clark,2025-01-28
750,Jordan Dunn,thomas95@example.com,VIP,Asia Pacific,Sydney,2023-08-13,Jordan Dunn,2023-08-13
751,Michael Jimenez,xhaynes@example.com,PREMIUM,Africa,Cape Town,2023-07-03,Michael Jimenez,2023-07-03
752,Michael Morales,ashleykrause@example.com,NEW,Africa,Phoenix,2024-07-10,Michael Morales,2024-07-10
753,Gina Olsen,linda86@example.com,VIP,North America,Sao Paulo,2025-09-02,Gina Olsen,2025-09-02
754,Melissa Gonzalez,thomassmith@example.com,NEW,Africa,Phoenix,2026-01-03,Melissa Gonzalez,2026-01-03
755,Robert Taylor,kristen44@example.com,VIP,Middle East,Dubai,2026-05-28,Robert Taylor,2026-05-28
756,Anna Bradley,vaughnbrian@example.com,NEW,North America,Sydney,2024-04-19,Anna Bradley,2024-04-19
757,Lisa Woods,colematthew@example.com,REGULAR,Europe,Chicago,2025-04-14,Lisa Woods,2025-04-14
758,Michael Castro,maurice61@example.com,VIP,Africa,Houston,2026-07-27,Michael Castro,2026-07-27
759,Unknown Customer,barbarasantos@example.com,PREMIUM,Europe,Phoenix,2025-03-07,Unknown Customer,2025-03-07
761,Kim Griffin,daustin@example.com,PREMIUM,Middle East,Toronto,2022-12-09,Kim Griffin,2022-12-09
762,Crystal Thomas,robert99@example.com,VIP,North America,Mumbai,2023-04-27,Crystal Thomas,2023-04-27
763,Richard Meadows,matthewedwards@example.com,VIP,South America,Phoenix,2022-12-10,Richard Meadows,2022-12-10
764,Denise Page,cnelson@example.com,REGULAR,Asia Pacific,Chicago,2025-03-07,Denise Page,2025-03-07
765,Kimberly Mcmillan,lgutierrez@example.com,PREMIUM,Asia Pacific,Toronto,2025-10-14,Kimberly Mcmillan,2025-10-14
766,Melissa Martinez,shelby13@example.com,PREMIUM,Africa,Berlin,2023-08-09,Melissa Martinez,2023-08-09
767,Garrett Garcia,bkelley@example.com,REGULAR,North America,Unknown,2022-11-17,Garrett Garcia,2022-11-17
768,Kelli Warren,bakereric@example.com,REGULAR,Europe,New York,2022-12-17,Kelli Warren,2022-12-17
769,Diana Mcclure,johnmitchell@example.com,PREMIUM,South America,New York,2023-12-03,Diana Mcclure,2023-12-03
770,Courtney Anderson,anthonyalvarado@example.com,VIP,Europe,Berlin,2026-03-04,Courtney Anderson,2026-03-04
771,Michelle Nguyen,iproctor@example.com,PREMIUM,Africa,Sydney,2024-08-18,Michelle Nguyen,2024-08-18
772,Sarah Dunn,brittanybryant@example.com,NEW,Europe,London,2023-03-07,Sarah Dunn,2023-03-07
773,Kaitlyn Wiley,regina78@example.com,NEW,Asia Pacific,Berlin,2024-06-15,Kaitlyn Wiley,2024-06-15
774,Jeremy Davis,robert24@example.com,PREMIUM,Asia Pacific,Sydney,2023-12-01,Jeremy Davis,2023-12-01
775,Alex Mills,mauriceharrison@example.com,VIP,Asia Pacific,Sydney,2025-10-30,Alex Mills,2025-10-30
776,Alan Weeks,xevans@example.com,NEW,South America,Singapore,2025-10-26,Alan Weeks,2025-10-26
777,Russell Carter,kelleyjacob@example.com,NEW,Asia Pacific,Chicago,2023-08-04,Russell Carter,2023-08-04
778,Nicole Kim,jenniferbrewer@example.com,PREMIUM,North America,Paris,2023-09-02,Nicole Kim,2023-09-02
779,Maria Walker,hgarrett@example.com,NEW,Africa,Tokyo,2022-12-11,Maria Walker,2022-12-11
780,Kathy Kent,justin84@example.com,NEW,Asia Pacific,Phoenix,2026-01-15,Kathy Kent,2026-01-15
781,Robert Castaneda,keithwalsh@example.com,PREMIUM,North America,Los Angeles,2023-05-20,Robert Castaneda,2023-05-20
782,Unknown Customer,blopez@example.com,VIP,South America,Houston,2025-04-03,Unknown Customer,2025-04-03
783,Edwin Booker,teresacampbell@example.com,NEW,South America,Singapore,2022-09-13,Edwin Booker,2022-09-13
784,David Gonzales,christophersmith@example.com,REGULAR,North America,Houston,2022-08-22,David Gonzales,2022-08-22
785,Jeff Fisher,dbolton@example.com,REGULAR,South America,Sydney,2025-12-12,Jeff Fisher,2025-12-12
786,Heidi Johnson,brianrowe@example.com,NEW,Asia Pacific,Singapore,2022-12-12,Heidi Johnson,2022-12-12
787,Charles Harrison,lisa01@example.com,PREMIUM,Middle East,Tokyo,2023-06-04,Charles Harrison,2023-06-04
788,Theresa Espinoza,cwright@example.com,VIP,Europe,Los Angeles,2024-03-29,Theresa Espinoza,2024-03-29
789,James Moss,thomasmaldonado@example.com,VIP,Asia Pacific,Mumbai,2023-01-02,James Moss,2023-01-02
790,Unknown Customer,garnerandrea@example.com,VIP,Middle East,Chicago,2025-04-13,Unknown Customer,2025-04-13
791,David Olson,michaelwilliams@example.com,REGULAR,Asia Pacific,Cape Town,2023-11-17,David Olson,2023-11-17
792,Elizabeth Mcpherson,knguyen@example.com,REGULAR,Europe,Sao Paulo,2023-08-11,Elizabeth Mcpherson,2023-08-11
793,Laura Richards,albertwilliams@example.com,PREMIUM,Europe,Toronto,2024-04-15,Laura Richards,2024-04-15
794,Kristen Alvarez,nathandavis@example.com,REGULAR,Middle East,Tokyo,2025-02-21,Kristen Alvarez,2025-02-21
795,Eric Davis,sarah00@example.com,REGULAR,Africa,Houston,2025-03-28,Eric Davis,2025-03-28
796,Michael Moore,martinezjesse@example.com,NEW,South America,Chicago,2024-11-20,Michael Moore,2024-11-20
797,Tina Kramer,linda73@example.com,VIP,South America,Tokyo,2025-10-28,Tina Kramer,2025-10-28
798,Andrew Gray,johnwilliams@example.com,REGULAR,Africa,London,2025-09-08,Andrew Gray,2025-09-08
800,Unknown Customer,mikayla98@example.com,PREMIUM,South America,Sydney,2024-08-06,Unknown Customer,2024-08-06
